,trade_id,currency,entry_date,exit_date,days_held,ois_cc_entry,spread_cc_annual,funding_cc,swap5_cc_entry,fx_local_entry,fx_gbp_entry,fx_local_exit,fx_gbp_exit,borrowed_usd,equity_usd,borrowed_gbp,interest_gbp,repay_gbp,repay_usd,bond_entry_price_local,n_bonds,bond_exit_price_local,bond_accrued_local,bond_proceeds_local,bond_proceeds_usd,bond_pnl_usd,borrow_cost_usd,total_pnl_usd
145,146,RepTurkey,2012-10-24,2012-10-30,6,0.004324,0.005,0.009323999999999999,0.08303078394713943,1.803876,0.624245,1.79859,0.621999,8000000.0,2000000.0,4993960.0,765.4890683654302,4994725.489068366,8030118.198049138,100.0,180387.6,131.07481022664632,0.14231549113754624,23669942.387129307,13160276.876402797,3160276.876402797,30118.1980491383,3130158.678353659
146,147,RepTurkey,2012-10-31,2012-11-06,6,0.004088,0.005,0.009087999999999999,0.08212417419059634,1.794428,0.621326,1.776889,0.625481,8000000.0,2000000.0,4970608.0,742.6234504264471,4971350.623450426,7948044.182717663,100.0,179442.8,131.27061101598014,0.14069688295061128,23580813.041046247,13270841.927124456,3270841.9271244556,-51955.817282336764,3322797.7444067923
147,148,RepTurkey,2012-11-07,2012-11-13,6,0.004379,0.005,0.009379,0.10629337261369508,1.781674,0.625896,1.803497,0.629837,8000000.0,2000000.0,5007168.0,772.0413545238373,5007940.041354524,7951168.383811247,100.0,178167.4,144.275298203388,0.1843530451182633,25738000.46785311,14271163.449594378,4271163.4495943785,-48831.616188753396,4319995.065783132
148,149,RepTurkey,2012-11-14,2012-11-20,6,0.004031,0.005,0.009031,0.08873388996075722,1.805044,0.6309,1.796883,0.628076,8000000.0,2000000.0,5047200.0,749.3366588374208,5047949.336658837,8037163.236071491,100.0,180504.4,135.44477551186424,0.15253120321570826,24475910.490221478,13621315.628352808,3621315.628352808,37163.23607149068,3584152.392281317
149,150,RepTurkey,2012-11-21,2012-11-27,6,0.004187,0.005,0.009187,0.08418211870075482,1.802213,0.627277,1.792642,0.623991,8000000.0,2000000.0,5018216.0,757.9040833438445,5018973.904083344,8043343.4201508425,100.0,180221.3,133.36719150021221,0.14437313327306137,24061627.74328074,13422438.916013759,3422438.9160137586,43343.42015084252,3379095.495862916
150,151,RepTurkey,2012-11-28,2012-12-04,6,0.004334,0.005,0.009334,0.11107661028229616,1.791943,0.625097,1.784905,0.620911,8000000.0,2000000.0,5000776.0,767.3560165968636,5001543.356016597,8055169.51063292,100.0,179194.3,147.7679083663998,0.1931186532704604,26513772.664070897,14854444.72622963,4854444.72622963,55169.51063292008,4799275.21559671
151,152,RepTurkey,2012-12-05,2012-12-11,6,0.004287,0.005,0.009287,0.1247376928210965,1.786735,0.621322,1.783777,0.620982,8000000.0,2000000.0,4970576.0,758.8810370372768,4971334.881037037,8005602.225244913,100.0,178673.5,155.1090206966933,0.21838563135219705,27752891.33455404,15558498.250932734,5558498.250932734,5602.22524491325,5552896.025687821
152,153,RepTurkey,2012-12-12,2012-12-18,6,0.00431,0.005,0.009309999999999999,0.08445515754642345,1.779024,0.619626,1.780682,0.615767,8000000.0,2000000.0,4957008.0,758.6839900915693,4957766.683990092,8051367.942728487,100.0,177902.4,134.26352035629805,0.1448614503876342,23911573.703525715,13428323.36347855,3428323.3634785507,51367.94272848684,3376955.420750064
153,154,RepTurkey,2012-12-19,2012-12-24,5,0.004312,0.005,0.009312,0.08659619066605986,1.781609,0.61454,1.797905,0.619823,8000000.0,2000000.0,4916320.0,627.1738616362612,4916947.173861636,7932824.651330519,100.0,178160.9,135.19321259458644,0.12391267724186013,24108220.823841676,13409062.67230008,3409062.67230008,-67175.34866948146,3476238.0209695613
154,155,RepTurkey,2012-12-26,2012-12-31,5,0.004299,0.005,0.009299,0.07812520153224649,1.794164,0.620033,1.785549,0.616492,8000000.0,2000000.0,4960264.0,631.896340762315,4960895.896340762,8046975.299502283,100.0,179416.4,130.9205842356172,0.11131236350325545,23509271.172986437,13166410.539831972,3166410.5398319717,46975.299502283335,3119435.2403296884
155,156,RepTurkey,2013-01-02,2013-01-08,6,0.0043,0.005,0.0093,0.0870178942873084,1.779804,0.614674,1.779395,0.622637,8000000.0,2000000.0,4917392.0,751.8121880153348,4918143.812188015,7898894.2388390275,100.0,177980.4,135.7268759810725,0.14945128884089579,24183323.0780301,13590755.890642662,3590755.8906426616,-101105.76116097253,3691861.651803634
156,157,RepTurkey,2013-01-09,2013-01-15,6,0.004273,0.005,0.009273,0.07943329616337008,1.777372,0.623755,1.769473,0.622565,8000000.0,2000000.0,4990040.0,760.7041287963367,4990800.704128796,8016513.4630581485,100.0,177737.2,131.73507437466242,0.13590137861137944,23438377.991654776,13245965.319422662,3245965.3194226623,16513.46305814851,3229451.8563645137
157,158,RepTurkey,2013-01-16,2013-01-22,6,0.003977,0.005,0.008976999999999999,0.08234902486747073,1.767153,0.624759,1.76692,0.631182,8000000.0,2000000.0,4998072.0,737.6055288489922,4998809.605528849,7919759.444231377,100.0,176715.3,132.89331699423582,0.14109818140542718,23509216.588087995,13305195.814234937,3305195.8142349366,-80240.55576862302,3385436.3700035596
158,159,RepTurkey,2013-01-23,2013-01-29,6,0.003994,0.005,0.008994,0.0936832218785423,1.770095,0.631265,1.769504,0.635054,8000000.0,2000000.0,5050120.0,746.69814409037,5050866.69814409,7953444.42857472,100.0,177009.5,138.6047488789858,0.16144405699410033,24562934.42850133,13881253.972017769,3881253.972017769,-46555.5714252796,3927809.5434430484
159,160,RepTurkey,2013-01-30,2013-02-05,6,0.004115,0.005,0.009115,0.08189220427709709,1.769231,0.633493,1.759665,0.637454,8000000.0,2000000.0,5067944.0,759.4154056323919,5068703.415405632,7951481.072211692,100.0,176923.1,131.82571886743395,0.14028297311026242,23347834.140234787,13268340.36037245,3268340.36037245,-48518.92778830789,3316859.288160758
160,161,RepTurkey,2013-02-06,2013-02-12,6,0.0040550000000000004,0.005,0.009055,0.08364178590189345,1.768016,0.638382,1.773167,0.638722,8000000.0,2000000.0,5107056.0,760.2383666927954,5107816.238366693,7996931.7455273075,100.0,176801.6,132.48114658459951,0.1434071664296673,23448233.30246796,13223928.317224469,3223928.317224469,-3068.254472692497,3226996.5716971615
161,162,RepTurkey,2013-02-13,2013-02-19,6,0.004267,0.005,0.009267000000000001,0.08328900634931377,1.766719,0.64352,1.772936,0.647242,8000000.0,2000000.0,5148160.0,784.3008112692405,5148944.300811269,7955207.327106816,100.0,176671.9,132.27011405181176,0.14277677492153099,23393637.006851543,13194857.009419145,3194857.009419145,-44792.67289318424,3239649.6823123293
162,163,RepTurkey,2013-02-20,2013-02-26,6,0.004321,0.005,0.009321,0.09540479790022123,1.781256,0.656249,1.805628,0.660839,8000000.0,2000000.0,5249992.0,804.4754727817692,5250796.475472782,7945651.62690577,100.0,178125.6,137.92601870642363,0.16455465999380128,24597466.235237125,13622665.485491544,3622665.485491544,-54348.37309422996,3677013.858585774
163,164,RepTurkey,2013-02-27,2013-03-05,6,0.00432,0.005,0.00932,0.09350826056211263,1.801722,0.659625,1.794458,0.660348,8000000.0,2000000.0,5277000.0,808.5272488890107,5277808.527248889,7992465.377723396,100.0,180172.2,137.48692897350162,0.16112823051542668,24800353.2921736,13820525.914885497,3820525.9148854967,-7534.622276604176,3828060.537162101
164,165,RepTurkey,2013-03-06,2013-03-12,6,0.004346,0.005,0.009346,0.09074815884468038,1.796947,0.666083,1.80288,0.671385,8000000.0,2000000.0,5328664.0,818.7208689637968,5329482.720868964,7938042.584908754,100.0,179694.7,136.2600003150362,0.1561532156334783,24513259.78384763,13596722.901051445,3596722.901051445,-61957.41509124637,3658680.3161426913
165,166,RepTurkey,2013-03-13,2013-03-19,6,0.0044800000000000005,0.005,0.00948,0.08775108808848228,1.809796,0.670199,1.823729,0.662408,8000000.0,2000000.0,5361592.0,835.592100224868,5362427.592100224,8095354.512777963,100.0,180979.6,134.7344939652748,0.15076659781284263,24411480.502603374,13385475.858860267,3385475.8588602673,95354.51277796272,3290121.3460823046
166,167,RepTurkey,2013-03-20,2013-03-26,6,0.004384,0.005,0.009384,0.1236168312164808,1.81712,0.66245,1.814219,0.659517,8000000.0,2000000.0,5299600.0,817.5662847515848,5300417.5662847515,8036817.195439619,100.0,181712.0,152.4661492452202,0.21629950840221274,27744233.12791824,15292659.336010834,5292659.336010834,36817.19543961901,5255842.140571215
167,168,RepTurkey,2013-03-27,2013-04-02,6,0.0043419999999999995,0.005,0.009342,0.10483429282281345,1.815318,0.660635,1.807306,0.656907,8000000.0,2000000.0,5285080.0,811.67685378985,5285891.67685379,8046636.246612975,100.0,181531.8,142.7558945736224,0.1816875170702105,25947716.56457119,14357124.119861932,4357124.1198619325,46636.246612975374,4310487.873248957
168,169,RepTurkey,2013-04-03,2013-04-09,6,0.004353,0.005,0.009353,0.09479801856695842,1.805129,0.662074,1.788929,0.655254,8000000.0,2000000.0,5296592.0,814.4027413613333,5297406.402741361,8084508.301729347,100.0,180512.9,138.50677551804628,0.1634576989878797,25031765.941683166,13992598.891114833,3992598.891114833,84508.30172934663,3908090.589385486
169,170,RepTurkey,2013-04-10,2013-04-16,6,0.004448,0.005,0.009448,0.11644329220762738,1.785877,0.652859,1.792633,0.653743,8000000.0,2000000.0,5222872.0,811.2250978218777,5223683.225097822,7990423.186325242,100.0,178587.7,150.4779903316914,0.203003503245536,26909772.122695565,15011311.363059571,5011311.363059571,-9576.813674758188,5020888.176734329
170,171,RepTurkey,2013-04-17,2013-04-23,6,0.004423,0.005,0.009423,0.09499584790546906,1.78889,0.650811,1.803363,0.654078,8000000.0,2000000.0,5206488.0,806.5403234081806,5207294.540323408,7961274.55796313,100.0,178889.0,139.18423770066278,0.16381526999681692,24927833.847868323,13822970.665289419,3822970.665289419,-38725.442036869936,3861696.1073262887
171,172,RepTurkey,2013-04-24,2013-04-30,6,0.004385,0.005,0.009385000000000001,0.09231369509603086,1.804409,0.6564,1.795525,0.645336,8000000.0,2000000.0,5251200.0,810.1859786292146,5252010.18597863,8138411.906322643,100.0,180440.9,138.13205943098774,0.158973370353343,24953358.420603506,13897527.698363155,3897527.698363155,138411.90632264316,3759115.792040512
172,173,RepTurkey,2013-05-01,2013-05-07,6,0.004376,0.005,0.009375999999999999,0.09337724070800693,1.793627,0.64424,1.79638,0.643272,8000000.0,2000000.0,5153920.0,794.4144335214944,5154714.414433521,8013273.412232339,100.0,179362.7,139.11767313795784,0.16089175990704327,24981379.45220627,13906511.680271585,3906511.6802715845,13273.412232339382,3893238.268039245
173,174,RepTurkey,2013-05-08,2013-05-14,6,0.0043490000000000004,0.005,0.009349,0.08867768476629678,1.796822,0.645236,1.80882,0.652878,8000000.0,2000000.0,5161888.0,793.3512219833348,5162681.351221983,7907574.387897867,100.0,179682.2,136.24483999871785,0.15243024090661692,24508161.590650253,13549253.983619295,3549253.983619295,-92425.61210213322,3641679.5957214283
174,175,RepTurkey,2013-05-15,2013-05-21,6,0.004364,0.005,0.009364,0.08592722081409974,1.813028,0.656271,1.84225,0.655977,8000000.0,2000000.0,5250168.0,808.2140895338893,5250976.214089534,8004817.568435378,100.0,181302.8,134.85800297990022,0.14749646461470253,24476875.064689,13286402.532060795,3286402.5320607945,4817.568435378373,3281584.963625416
175,176,RepTurkey,2013-05-22,2013-05-28,6,0.004364,0.005,0.009364,0.0758814094678746,1.843841,0.659695,1.84659,0.661915,8000000.0,2000000.0,5277560.0,812.4308308535027,5278372.430830853,7974396.1548399,100.0,184384.1,128.89274773449364,0.1295911676684088,23789667.83837014,12883026.464115012,2883026.4641150124,-25603.845160099678,2908630.309275112
176,177,RepTurkey,2013-05-29,2013-06-04,6,0.0042380000000000004,0.005,0.009238,0.07799842885726495,1.854946,0.664541,1.883455,0.653438,8000000.0,2000000.0,5316328.0,807.3857635800615,5317135.38576358,8137168.921555802,100.0,185494.6,128.58217945404868,0.13334952340833967,23876035.5614618,12676722.06740368,2676722.0674036797,137168.92155580223,2539553.1458478775
177,178,RepTurkey,2013-06-05,2013-06-11,6,0.004172,0.005,0.009172,0.07908102095779358,1.879218,0.653246,1.895079,0.64275,8000000.0,2000000.0,5225968.0,787.9921995192284,5226755.99219952,8131864.6319712475,100.0,187921.8,126.75806655018927,0.13527453181335103,23846025.064143877,12583129.813661529,2583129.8136615288,131864.6319712475,2451265.1816902813
178,179,RepTurkey,2013-06-12,2013-06-18,6,0.004269,0.005,0.009269,0.0791944857126289,1.891657,0.640083,1.87171,0.636223,8000000.0,2000000.0,5120664.0,780.2802860248191,5121444.280286025,8049762.866614419,100.0,189165.7,128.4047307696364,0.1354764095629352,24315398.269198265,12991007.297710791,2991007.297710791,49762.866614419036,2941244.431096372
179,180,RepTurkey,2013-06-19,2013-06-25,6,0.004293,0.005,0.009293,0.08210663206818168,1.882227,0.639192,1.943851,0.648451,8000000.0,2000000.0,5113536.0,781.2118332555925,5114317.211833255,7886975.59543166,100.0,188222.7,124.98869334409713,0.1406655787376262,23552185.78572505,12116250.569475258,2116250.569475258,-113024.4045683397,2229274.9740435975
180,181,RepTurkey,2013-06-26,2013-07-02,6,0.004305,0.005,0.009305,0.08383166785077352,1.935024,0.648386,1.925801,0.657053,8000000.0,2000000.0,5187088.0,793.4719787554665,5187881.471978756,7895681.888643314,100.0,193502.4,128.3609812102789,0.1437465637940971,24865973.235629786,12912015.953688769,2912015.9536887687,-104318.11135668587,3016334.0650454545
181,182,RepTurkey,2013-07-03,2013-07-09,6,0.004286,0.005,0.009285999999999999,0.07890138212215728,1.931207,0.659381,1.952115,0.669597,8000000.0,2000000.0,5275048.0,805.2794719801012,5275853.27947198,7879147.128006817,100.0,193120.7,124.15640821566853,0.13495496324217263,24003235.06106546,12296014.866473267,2296014.866473267,-120852.87199318316,2416867.73846645
182,183,RepTurkey,2013-07-10,2013-07-16,6,0.004293,0.005,0.009293,0.08384175216683017,1.944171,0.672406,1.93985,0.662764,8000000.0,2000000.0,5379248.0,821.8055356638694,5380069.805535664,8117625.2867320245,100.0,194417.1,126.97135827273894,0.14376459042867265,24713353.553200744,12739827.075908314,2739827.0759083144,117625.28673202451,2622201.78917629
183,184,RepTurkey,2013-07-17,2013-07-23,6,0.004309,0.005,0.009309000000000001,0.08141884316343063,1.928446,0.661732,1.91447,0.652121,8000000.0,2000000.0,5293856.0,810.1524865081425,5294666.152486508,8119146.8339257715,100.0,192844.6,127.51652409987034,0.13943864060065525,24617763.072301034,12858787.587322358,2858787.587322358,119146.83392577153,2739640.7533965865
184,185,RepTurkey,2013-07-24,2013-07-30,6,0.004293,0.005,0.009293,0.08083775537030245,1.907445,0.651705,1.92552,0.651208,8000000.0,2000000.0,5213640.0,796.5050529290667,5214436.505052929,8007328.695367577,100.0,190744.5,125.4515629869565,0.13840270271267066,23955595.210493103,12441104.330514928,2441104.3305149283,7328.695367576554,2433775.635147352
185,186,RepTurkey,2013-07-31,2013-08-06,6,0.004299,0.005,0.009299,0.08554860705857781,1.924844,0.655339,1.929583,0.651935,8000000.0,2000000.0,5242712.0,801.4636470948166,5243513.463647095,8043000.396737549,100.0,192484.4,127.90065993686243,0.14681837002417825,24647142.033414084,12773299.740624832,2773299.740624832,43000.396737549454,2730299.3438872825
186,187,RepTurkey,2013-08-07,2013-08-13,6,0.004301,0.005,0.009301,0.0873412893007486,1.926778,0.651363,1.923642,0.646703,8000000.0,2000000.0,5210904.0,796.7724394490045,5211700.772439449,8058878.298754527,100.0,192677.8,128.40241313892426,0.1500313226686992,24769202.183481913,12876201.592334703,2876201.5923347026,58878.29875452723,2817323.2935801754
187,188,RepTurkey,2013-08-14,2013-08-20,6,0.004251,0.005,0.009250999999999999,0.08533979450372964,1.929851,0.647226,1.9507,0.63907,8000000.0,2000000.0,5177808.0,787.4555193075554,5178595.455519307,8103330.551456503,100.0,192985.1,125.78364188825074,0.14644449802635792,24302630.314264324,12458415.089077933,2458415.0890779328,103330.55145650264,2355084.53762143
188,189,RepTurkey,2013-08-21,2013-08-27,6,0.004261,0.005,0.009261,0.0890543853541621,1.949382,0.638298,1.995697,0.641944,8000000.0,2000000.0,5106384.0,777.432690981856,5107161.432690982,7955774.074827371,100.0,194938.2,127.26608287297506,0.15310702277510202,24838867.523735728,12446211.786526576,2446211.7865265757,-44225.925172628835,2490437.7116992045
189,190,RepTurkey,2013-08-28,2013-09-03,6,0.004303,0.005,0.009303,0.08802654350097497,2.02685,0.643538,2.0225,0.643034,8000000.0,2000000.0,5148304.0,787.3698816925726,5149091.369881692,8007494.735708675,100.0,202685.0,126.15247411982465,0.1512609987956167,25599872.55251755,12657538.962925859,2657538.962925859,7494.735708675347,2650044.2272171834
190,191,RepTurkey,2013-09-04,2013-09-10,6,0.004361,0.005,0.009361000000000001,0.08915250352201665,2.045747,0.642797,2.033342,0.637326,8000000.0,2000000.0,5142376.0,791.3668871301501,5143167.36688713,8069916.129087986,100.0,204574.7,127.39623622458394,0.15328334414462488,26093404.70091678,12832767.287016535,2832767.287016535,69916.12908798642,2762851.1579285488
191,192,RepTurkey,2013-09-11,2013-09-17,6,0.004314,0.005,0.009314,0.08732874237678098,2.021988,0.636038,2.004447,0.628666,8000000.0,2000000.0,5088304.0,779.1138361071459,5089083.113836107,8095050.653027374,100.0,202198.8,128.43849397357138,0.15000881529780574,26000440.957706004,12971378.61849478,2971378.6184947807,95050.6530273743,2876327.9654674064
192,193,RepTurkey,2013-09-18,2013-09-24,6,0.00425,0.005,0.009250000000000001,0.08409530637385919,2.00215,0.62868,1.984375,0.623336,8000000.0,2000000.0,5029440.0,764.8086106883253,5030204.808610688,8069812.763278052,100.0,200215.0,128.14768968967653,0.14421790144863947,25685964.278357122,12944107.98279414,2944107.9827941395,69812.76327805221,2874295.2195160873
193,194,RepTurkey,2013-09-25,2013-10-01,6,0.004303,0.005,0.009303,0.08373949051302021,1.995873,0.62514,2.020544,0.618639,8000000.0,2000000.0,5001120.0,764.8598961386815,5001884.859896138,8085304.773698616,100.0,199587.3,126.47445018405422,0.14358179682171524,25271351.13437668,12507201.592430888,2507201.5924308877,85304.77369861584,2421896.818732272
194,195,RepTurkey,2013-10-02,2013-10-08,6,0.004288,0.005,0.009288000000000001,0.08620613022294829,2.014344,0.618381,1.993652,0.621609,8000000.0,2000000.0,4947048.0,755.3702412185621,4947803.370241218,7959671.385454874,100.0,201434.4,128.20353710151102,0.14799615366723037,25854414.090336878,12968368.647254827,2968368.6472548265,-40328.614545126446,3008697.261799953
195,196,RepTurkey,2013-10-09,2013-10-15,6,0.004333,0.005,0.009333000000000001,0.08493835591483101,1.990479,0.621685,1.98275,0.625985,8000000.0,2000000.0,4973480.0,763.085748306158,4974243.0857483065,7946265.62257611,100.0,199047.9,129.18506361947667,0.14572595473862554,25743022.07008945,12983493.667930625,2983493.6679306254,-53734.377423889935,3037228.0453545153
196,197,RepTurkey,2013-10-16,2013-10-22,6,0.004313,0.005,0.009313,0.08243279906570745,1.985303,0.625379,1.977975,0.619154,8000000.0,2000000.0,5003032.0,765.9748551275635,5003797.974855128,8081669.463259751,100.0,198530.3,128.88325389755224,0.14124771906685876,25615273.01329787,12950251.147409786,2950251.1474097855,81669.46325975098,2868581.6841500346
197,198,RepTurkey,2013-10-23,2013-10-29,6,0.004317,0.005,0.009316999999999999,0.07905776848729226,1.971681,0.616806,1.989544,0.622929,8000000.0,2000000.0,4934448.0,755.7990051911828,4935203.799005191,7922578.333975768,100.0,197168.1,126.8625063883303,0.1352331635880688,25039903.011746597,12585749.805858325,2585749.805858325,-77421.66602423228,2663171.4718825575
198,199,RepTurkey,2013-10-30,2013-11-05,6,0.004281,0.005,0.009281000000000001,0.08108966602924703,1.993501,0.623599,2.02799,0.623212,8000000.0,2000000.0,4988792.0,761.1700384396147,4989553.170038439,8006189.178062103,100.0,199350.1,126.58815233454808,0.13885172409630583,25263040.931791168,12457182.200992692,2457182.2009926923,6189.178062102757,2450993.0229305895
199,200,RepTurkey,2013-11-06,2013-11-12,6,0.0042580000000000005,0.005,0.009258,0.0862534080676693,2.032652,0.621839,2.051487,0.628807,8000000.0,2000000.0,4974712.0,757.1406314149971,4975469.140631415,7912553.678046547,100.0,203265.2,127.99470159435748,0.1480808696140016,26046968.30609566,12696628.497326896,2696628.4973268956,-87446.32195345312,2784074.8192803487
200,201,RepTurkey,2013-11-13,2013-11-19,6,0.004304,0.005,0.009304,0.08801600376976054,2.044764,0.623142,2.014204,0.620548,8000000.0,2000000.0,4985136.0,762.4972995784851,4985898.497299578,8034670.158149858,100.0,204476.39999999997,130.19813814136984,0.1512420790594926,26653372.009704594,13232707.31748353,3232707.3174835294,34670.158149858005,3198037.1593336714
201,202,RepTurkey,2013-11-20,2013-11-26,6,0.004329,0.005,0.009329,0.08722735851810791,2.015962,0.620989,2.010281,0.616834,8000000.0,2000000.0,4967912.0,761.9047374540343,4968673.904737454,8055123.26612582,100.0,201596.2,129.50829238025827,0.14982695764632803,26138584.157668084,13002452.969345123,3002452.9693451226,55123.266125819646,2947329.703219303
202,203,RepTurkey,2013-11-27,2013-12-03,6,0.0043159999999999995,0.005,0.009316,0.08869529300328749,2.022322,0.614003,2.040485,0.610167,8000000.0,2000000.0,4912024.0,752.2836103833005,4912776.283610383,8051527.341875885,100.0,202232.2,129.2611878393863,0.15246187025999922,26171607.090811137,12826169.803165002,2826169.803165002,51527.34187588468,2774642.461289117
203,204,RepTurkey,2013-12-04,2013-12-10,6,0.004285,0.005,0.009285,0.09111123962714204,2.046915,0.610414,2.027471,0.608034,8000000.0,2000000.0,4883312.0,745.3974631177016,4884057.397463118,8032539.952474891,100.0,204691.5,131.09421717271644,0.15680687564556278,26865968.98899529,13250975.71752952,3250975.7175295204,32539.952474891208,3218435.765054629
204,205,RepTurkey,2013-12-11,2013-12-17,6,0.004298,0.005,0.009298,0.08738309829307903,2.040183,0.610642,2.036012,0.614617,8000000.0,2000000.0,4885136.0,746.7199880679709,4885882.719988068,7949475.396853761,100.0,204018.3,129.58469977005774,0.1501063240056525,26468274.590140454,13000058.246287573,3000058.246287573,-50524.603146239184,3050582.8494338123
205,206,RepTurkey,2013-12-18,2013-12-24,6,0.004289,0.005,0.009289,0.0871449491384309,2.051684,0.610237,2.080604,0.611063,8000000.0,2000000.0,4881896.0,745.502372739069,4882641.502372739,7990406.066760283,100.0,205168.4,127.12181359363203,0.14967914911673613,26112088.531641375,12550244.319265643,2550244.319265643,-9593.933239717036,2559838.25250536
206,207,RepTurkey,2013-12-26,2013-12-31,5,0.004248,0.005,0.009248,0.08823022496222131,2.117229,0.609203,2.146777,0.603818,8000000.0,2000000.0,4873624.0,617.4538328527082,4874241.453832853,8072368.58429668,100.0,211722.9,125.96110804094934,0.12635555327968895,26695603.445814595,12435200.976074642,2435200.9760746416,72368.58429668006,2362832.3917779615
207,208,RepTurkey,2014-01-02,2014-01-08,6,0.004264,0.005,0.009264000000000001,0.09194390521892831,2.168027,0.608096,2.181945,0.607943,8000000.0,2000000.0,4864768.0,740.887273228666,4865508.887273229,8003232.025491253,100.0,216802.7,129.28741286622196,0.15830683308664031,28064181.53425329,12862002.265984382,2862002.2659843825,3232.0254912525415,2858770.24049313
208,209,RepTurkey,2014-01-15,2014-01-21,6,0.004308,0.005,0.009308,0.08876845643022699,2.190204,0.610895,2.249214,0.606944,8000000.0,2000000.0,4887160.0,747.8328592660333,4887907.832859266,8053309.420406603,100.0,219020.4,126.82141513689353,0.15259329834773488,27809898.117089916,12364273.971747428,2364273.971747428,53309.420406603254,2310964.551340825
209,210,RepTurkey,2014-01-22,2014-01-28,6,0.004287,0.005,0.009287,0.0885752864674949,2.256473,0.603432,2.21711,0.603606,8000000.0,2000000.0,4827456.0,737.0302386548005,4828193.030238654,7998914.9051511325,100.0,225647.3,125.76659720010024,0.15224631575560107,28413247.058475375,12815443.103172768,2815443.103172768,-1085.0948488675058,2816528.1980216354
210,211,RepTurkey,2014-01-29,2014-02-04,6,0.004273,0.005,0.009273,0.08909332685218577,2.263712,0.60387,2.243565,0.612469,8000000.0,2000000.0,4830960.0,736.453258500924,4831696.453258501,7888883.279412511,100.0,226371.2,126.05085792239737,0.15317699977583116,28568958.830174256,12733733.513481561,2733733.513481561,-111116.7205874892,2844850.2340690503
211,212,RepTurkey,2014-02-05,2014-02-11,6,0.004271,0.005,0.009271,0.08887231365819119,2.243089,0.613163,2.198524,0.607873,8000000.0,2000000.0,4905304.0,747.6252972003787,4906051.6252972,8070849.70922742,100.0,224308.9,127.15353115175795,0.1527798801638268,28555938.590628237,12988686.31437648,2988686.314376481,70849.70922742039,2917836.6051490605
212,213,RepTurkey,2014-02-12,2014-02-18,6,0.004166,0.005,0.009166,0.08803270340482029,2.192796,0.602182,2.179876,0.599496,8000000.0,2000000.0,4817456.0,725.9199206047873,4818181.919920605,8037054.325501095,100.0,219279.6,127.15200135393715,0.15127205645221636,27915010.872120816,12805779.260894112,2805779.2608941123,37054.32550109457,2768724.9353930177
213,214,RepTurkey,2014-02-19,2014-02-25,6,0.004134,0.005,0.009134,0.08773673757946998,2.206467,0.599499,2.205615,0.5995,8000000.0,2000000.0,4795992.0,720.1624081221574,4796712.162408122,8001187.927286275,100.0,220646.7,127.77004741040555,0.15074084454238,28225299.78985302,12797020.236919418,2797020.236919418,1187.9272862747312,2795832.3096331432
214,215,RepTurkey,2014-02-26,2014-03-04,6,0.004189,0.005,0.009189,0.08501707976750912,2.225693,0.599962,2.209703,0.600072,8000000.0,2000000.0,4799696.0,725.0587026134513,4800421.058702613,7999741.795488896,100.0,222569.3,126.63267409095832,0.1458668414656135,28217011.11035094,12769594.425291969,2769594.4252919685,-258.2045111041516,2769852.6298030727
215,216,RepTurkey,2014-03-05,2014-03-11,6,0.004209,0.005,0.009209,0.08588539314141955,2.206845,0.597993,2.239124,0.60176,8000000.0,2000000.0,4783944.0,724.2521922921046,4784668.252192292,7951123.790534919,100.0,220684.5,126.72295973223615,0.14742153892974938,27998326.65563661,12504142.984326286,2504142.9843262862,-48876.20946508087,2553019.193791367
216,217,RepTurkey,2014-03-12,2014-03-18,6,0.004197,0.005,0.009197,0.08568289541550592,2.230142,0.601628,2.219027,0.602604,8000000.0,2000000.0,4813024.0,727.7051177370957,4813751.705117737,7988250.501353686,100.0,223014.2,125.92036525962064,0.14705885015232623,28114825.73390173,12669888.980125852,2669888.980125852,-11749.498646314256,2681638.478772166
217,218,RepTurkey,2014-03-19,2014-03-25,6,0.00418,0.005,0.00918,0.08604121875929083,2.238789,0.60473,2.219996,0.604891,8000000.0,2000000.0,4837840.0,730.105024073094,4838570.105024073,7999077.693376284,100.0,223878.9,124.55573814056622,0.14770068443119605,27918468.710357714,12575909.465763774,2575909.465763774,-922.3066237159073,2576831.7723874897
218,219,RepTurkey,2014-03-26,2014-04-01,6,0.00425,0.005,0.009250000000000001,0.08506312341483968,2.200657,0.603114,2.147229,0.60008,8000000.0,2000000.0,4824912.0,733.7067831435367,4825645.706783144,8041670.621888989,100.0,220065.7,126.85487267444796,0.14594924779154092,27948524.776892982,13016089.4701464,3016089.470146401,41670.62188898865,2974418.848257412
219,220,RepTurkey,2014-04-02,2014-04-08,6,0.004209,0.005,0.009209,0.08106117204942133,2.142091,0.601339,2.111543,0.602083,8000000.0,2000000.0,4810712.0,728.3046608584748,4811440.304660859,7991323.961415383,100.0,214209.10000000003,125.4675382185622,0.13880092896287016,26906020.863086116,12742350.434296679,2742350.4342966788,-8676.038584616967,2751026.4728812957
220,221,RepTurkey,2014-04-09,2014-04-15,6,0.00425,0.005,0.009250000000000001,0.08022066752011742,2.100178,0.59705,2.121588,0.597856,8000000.0,2000000.0,4776400.0,726.329740108584,4777126.329740109,7990429.68497449,100.0,210017.8,125.42076687406,0.1373032443658714,26369429.65851754,12429100.116760436,2429100.1167604364,-9570.315025510266,2438670.4317859467
