,trade_id,currency,entry_date,exit_date,days_held,ois_cc_entry,spread_cc_annual,funding_cc,swap5_cc_entry,fx_local_entry,fx_gbp_entry,fx_local_exit,fx_gbp_exit,borrowed_usd,equity_usd,borrowed_gbp,interest_gbp,repay_gbp,repay_usd,bond_entry_price_local,n_bonds,bond_exit_price_local,bond_accrued_local,bond_proceeds_local,bond_proceeds_usd,bond_pnl_usd,borrow_cost_usd,total_pnl_usd
426,427,RepTurkey,2018-03-28,2018-04-03,6,0.004638,0.005,0.009638,0.08414697478520418,3.98004,0.704703,3.979722,0.71119,8000000.0,2000000.0,5637624.0,893.2557468127635,5638517.255746813,7928285.346738301,100.0,398004.0,120.53137914343748,0.14431028972006538,48029407.09715444,12068533.203363057,2068533.2033630572,-71714.65326169878,2140247.856624756
427,428,RepTurkey,2018-04-04,2018-04-10,6,0.004624,0.005,0.009624,0.0848548401818714,3.98936,0.710004,4.070175,0.707354,8000000.0,2000000.0,5680032.0,898.6677081044259,5680930.6677081045,8031241.312989118,100.0,398936.0,120.03959386011203,0.14557650443314507,47946191.1245502,11779884.433605485,1779884.4336054847,31241.312989117578,1748643.120616367
428,429,RepTurkey,2018-04-11,2018-04-17,6,0.004633,0.005,0.009633,0.08466269548864754,4.117292,0.705147,4.096373,0.697303,8000000.0,2000000.0,5641176.0,893.3548132259959,5642069.354813226,8091273.59958759,100.0,411729.2,119.63267208894223,0.14523271142018812,49316060.92112938,12038957.614731222,2038957.6147312224,91273.59958759043,1947684.015143632
429,430,RepTurkey,2018-04-18,2018-04-24,6,0.0046700000000000005,0.005,0.009670000000000002,0.08193298968548784,4.094839,0.699321,4.101958,0.717244,8000000.0,2000000.0,5594568.0,889.3770835766472,5595457.377083576,7801330.338188366,100.0,409483.9,118.28928747489606,0.14035574059947079,48495032.17948965,11822410.70715245,1822410.7071524505,-198669.66181163397,2021080.3689640844
430,431,RepTurkey,2018-04-25,2018-05-01,6,0.00454,0.005,0.00954,0.08405324380603388,4.087987,0.715889,4.060998,0.726931,8000000.0,2000000.0,5727112.0,898.2071147829312,5728010.207114783,7879716.516581056,100.0,408798.7,119.247801317717,0.14414269290801135,48807271.50201629,12018541.132503955,2018541.1325039547,-120283.48341894429,2138824.615922899
431,432,RepTurkey,2018-05-02,2018-05-08,6,0.004515,0.005,0.009515,0.0848909683503744,4.105951,0.734536,4.286658,0.73808,8000000.0,2000000.0,5876288.0,919.1877245194951,5877207.1877245195,7962832.196678571,100.0,410595.1,117.1700684245859,0.14564115378359344,48169255.50590158,11237018.559890147,1237018.5598901473,-37167.8033214286,1274186.363211576
432,433,RepTurkey,2018-05-09,2018-05-15,6,0.004553,0.005,0.009552999999999999,0.0926522311042559,4.328833,0.738863,4.38448,0.738437,8000000.0,2000000.0,5910904.0,928.2953391555425,5911832.295339156,8005872.261735471,100.0,432883.30000000005,120.3120731420627,0.1595837894299128,52150168.408972405,11894265.31971235,1894265.3197123501,5872.2617354709655,1888393.0579768792
433,434,RepTurkey,2018-05-16,2018-05-22,6,0.004528,0.005,0.009528,0.09387477008949034,4.448817,0.740498,4.583278,0.745428,8000000.0,2000000.0,5923984.0,927.9146304975728,5924911.914630498,7948335.606699102,100.0,444881.7,117.152518193971,0.16178988820642476,52190988.81392284,11387262.30744084,1387262.3074408397,-51664.39330089837,1438926.700741738
434,435,RepTurkey,2018-05-23,2018-05-29,6,0.004533,0.005,0.009533,0.09516764283910077,4.76226,0.74535,4.583488,0.750869,8000000.0,2000000.0,5962800.0,934.4848192696193,5963734.48481927,7942443.335414393,100.0,476226.00000000006,120.29558262980078,0.1641258419374607,57366045.12666202,12515805.676083809,2515805.6760838088,-57556.664585607126,2573362.340669416
435,436,RepTurkey,2018-05-30,2018-06-05,6,0.0045190000000000004,0.005,0.009519,0.08999408928866495,4.539689,0.754481,4.596549,0.751393,8000000.0,2000000.0,6035848.0,944.5435487639575,6036792.543548764,8034134.658625731,100.0,453968.9,116.06940550449684,0.15479641048106707,52762173.09672042,11478649.111914268,1478649.1119142678,34134.658625731245,1444514.4532885365
436,437,RepTurkey,2018-06-06,2018-06-12,6,0.0045190000000000004,0.005,0.009519,0.09348171644900782,4.597694,0.746264,4.530224,0.748329,8000000.0,2000000.0,5970112.0,934.2565907886162,5971046.256590788,7979172.605352443,100.0,459769.4,117.462634976348,0.16108031998679737,54079785.007566676,11937552.096224532,1937552.0962245315,-20827.39464755729,1958379.4908720888
437,438,RepTurkey,2018-06-13,2018-06-19,6,0.004489,0.005,0.009489000000000001,0.0947143629677754,4.592546,0.74857,4.713615,0.754251,8000000.0,2000000.0,5988560.0,934.1897751481016,5989494.189775148,7940982.762734353,100.0,459254.5999999999,114.94692208540502,0.16330651510645522,52864901.99183645,11215362.729420297,1215362.7294202968,-59017.23726564739,1274379.9666859442
438,439,RepTurkey,2018-06-20,2018-06-26,6,0.004495,0.005,0.009495,0.09623666748627098,4.752932,0.759933,4.684451,0.752495,8000000.0,2000000.0,6079464.0,948.970122714745,6080412.9701227145,8080336.706719266,100.0,475293.20000000007,116.98955280679093,0.16605963074738478,55683265.93339739,11886828.55971754,1886828.5597175397,80336.70671926625,1806491.8529982734
439,440,RepTurkey,2018-06-27,2018-07-03,6,0.004495,0.005,0.009495,0.09475309102568066,4.622475,0.756317,4.621374,0.761441,8000000.0,2000000.0,6050536.0,944.4546246856602,6051480.454624685,7947405.583130782,100.0,462247.5,116.91573326034768,0.16337650356681868,54119525.79059507,11710700.278877033,1710700.278877033,-52594.41686921846,1763294.6957462514
440,441,RepTurkey,2018-07-05,2018-07-11,6,0.004563,0.005,0.009563,0.0915209780139377,4.682779,0.75624,4.71602,0.754243,8000000.0,2000000.0,6049920.0,951.1221802442712,6050871.122180244,8022442.53135958,100.0,468277.9,114.86307463665413,0.15754481916703458,53861614.135471076,11420989.337507278,1420989.3375072777,22442.531359580345,1398546.8061476974
441,442,RepTurkey,2018-07-18,2018-07-24,6,0.004543,0.005,0.009543,0.09315812342961402,4.803989,0.763185,4.744723,0.764063,8000000.0,2000000.0,6105480.0,957.8493024408323,6106437.849302441,7992060.666859199,100.0,480398.8999999999,115.11910685451632,0.16049635627756323,55380194.574901834,11671955.259538194,1671955.2595381942,-7939.333140800707,1679894.5926789949
442,443,RepTurkey,2018-07-25,2018-07-31,6,0.00454,0.005,0.00954,0.09224935747827247,4.881172,0.760894,4.88651,0.761507,8000000.0,2000000.0,6087152.0,954.6737055544137,6088106.673705555,7994813.8017189,100.0,488117.2,113.76982720861741,0.15885738564898932,55610550.523836456,11380422.944767626,1380422.944767626,-5186.19828110002,1385609.143048726
443,444,RepTurkey,2018-08-01,2018-08-07,6,0.004522,0.005,0.009522,0.09335242985507453,4.93067,0.763108,5.270085,0.772464,8000000.0,2000000.0,6104864.0,955.6448994196958,6105819.6448994195,7904342.008041047,100.0,493067.0,112.84687115208109,0.16084698363699704,55720376.558024116,10572955.950050922,572955.9500509221,-95657.99195895344,668613.9420098756
444,445,RepTurkey,2018-08-08,2018-08-14,6,0.0070279999999999995,0.005,0.012028,0.0954207168220605,5.237798,0.771861,6.913153,0.783292,8000000.0,2000000.0,6174888.0,1221.0229455448011,6176109.022945545,7884810.546955088,100.0,523779.8,100.4016957502345,0.16458344784640203,52674585.60511497,7619473.430591651,-2380526.5694083488,-115189.45304491185,-2265337.116363437
445,446,RepTurkey,2018-08-15,2018-08-21,6,0.007018,0.005,0.012018000000000001,0.09499915922524915,6.488413,0.7872,6.0808,0.779272,8000000.0,2000000.0,6297600.0,1244.2526016611737,6298844.252601661,8082985.469260619,100.0,648841.3,100.42589885413942,0.16382125571686293,65266764.7627153,10733252.986895688,733252.9868956879,82985.46926061902,650267.5176350689
446,447,RepTurkey,2018-08-22,2018-08-28,6,0.0070279999999999995,0.005,0.012028,0.09082553093749042,6.080311,0.774615,6.188642,0.776566,8000000.0,2000000.0,6196920.0,1225.3795553385728,6198145.379555339,7981479.204028169,100.0,608031.1,99.65329077633595,0.15629248992435255,60687330.70392584,9806243.551319635,-193756.44868036546,-18520.795971831307,-175235.65270853415
447,448,RepTurkey,2018-08-29,2018-09-04,6,0.007048,0.005,0.012048,0.09165847735998169,6.258355,0.776759,6.629608,0.777458,8000000.0,2000000.0,6214072.0,1230.814580355827,6215302.814580356,7994390.455279071,100.0,625835.5,93.22515870688639,0.1577925248281998,58442365.975575715,8815357.706756676,-1184642.2932433244,-5609.544720929116,-1179032.7485223953
448,449,RepTurkey,2018-09-05,2018-09-11,6,0.0070220000000000005,0.005,0.012022000000000001,0.10141959996843228,6.679208,0.777587,6.4829,0.767013,8000000.0,2000000.0,6220696.0,1229.467354469027,6221925.467354469,8111890.499058646,100.0,667920.8,100.8070683981735,0.17546454708300277,67448334.1908221,10404037.420108609,404037.4201086089,111890.49905864615,292146.92104996275
449,450,RepTurkey,2018-09-12,2018-09-18,6,0.007025,0.005,0.012025000000000001,0.09525652539260489,6.42878,0.768689,6.323755,0.760192,8000000.0,2000000.0,6149512.0,1215.7017693058697,6150727.701769306,8091018.718651744,100.0,642878.0,105.4494618900589,0.1642865453102754,67896755.36663327,10736778.285470147,736778.2854701467,91018.7186517436,645759.5668184031
450,451,RepTurkey,2018-09-19,2018-09-25,6,0.007005,0.005,0.012005,0.0882209249531582,6.382778,0.760479,6.162629,0.763168,8000000.0,2000000.0,6083832.0,1200.7168804275311,6085032.716880428,7973385.567634424,100.0,638277.8,106.86923982918829,0.15160996619779138,68309032.56152949,11084397.999868155,1084397.9998681545,-26614.432365575805,1111012.4322337303
451,452,RepTurkey,2018-09-26,2018-10-02,6,0.00699,0.005,0.01199,0.09040375554762328,6.172284,0.759244,5.94785,0.767245,8000000.0,2000000.0,6073952.0,1197.2689622738706,6075149.268962274,7918134.714416223,100.0,617228.4,107.88137450545976,0.1555334002843985,66683447.80760982,11211353.31382093,1211353.3138209302,-81865.28558377735,1293218.5994047076
452,453,RepTurkey,2018-10-03,2018-10-09,6,0.007015,0.005,0.012015000000000001,0.09185546933093854,6.002845,0.769452,6.112485,0.763073,8000000.0,2000000.0,6155616.0,1215.896391734169,6156831.8963917345,8068470.377528408,100.0,600284.5,105.01041293723812,0.15814746606581834,63131056.697417095,10328214.580063116,328214.5800631158,68470.37752840761,259744.2025347082
453,454,RepTurkey,2018-10-10,2018-10-16,6,0.006997,0.005,0.011997,0.09521260497637624,6.095009,0.759876,5.78773,0.760785,8000000.0,2000000.0,6079008.0,1198.9652175198357,6080206.96521752,7992017.409935158,100.0,609500.9,108.28143197437244,0.16420713357624991,66097714.63736993,11420317.574829845,1420317.5748298448,-7982.590064842254,1428300.164894687
454,455,RepTurkey,2018-10-17,2018-10-23,6,0.007016,0.005,0.012015999999999999,0.09244107151270119,5.6855,0.759139,5.682844,0.771679,8000000.0,2000000.0,6073112.0,1199.699529032522,6074311.699529032,7871552.419502192,100.0,568550.0,106.92647271357251,0.15920302032770642,60883560.938508965,10713572.45395245,713572.4539524503,-128447.58049780782,842020.0344502581
455,456,RepTurkey,2018-10-24,2018-10-30,6,0.007023000000000001,0.005,0.012023,0.09372584766455329,5.750429,0.770081,5.519654,0.781272,8000000.0,2000000.0,6160648.0,1217.700671843374,6161865.700671843,7886965.999897403,100.0,575042.8999999999,108.43947292962076,0.16152101009923192,62450230.497979,11314156.738443932,1314156.7384439316,-113034.00010259729,1427190.7385465289
456,457,RepTurkey,2018-10-31,2018-11-06,6,0.007002,0.005,0.012002,0.0926500853453716,5.490142,0.786735,5.33243,0.766071,8000000.0,2000000.0,6293880.0,1241.8619166291776,6295121.86191663,8217413.088234158,100.0,549014.2,108.90717291412471,0.15957991973085225,59879196.05367694,11229251.21448888,1229251.2144888807,217413.08823415823,1011838.1262547225
457,458,RepTurkey,2018-11-07,2018-11-13,6,0.007030999999999999,0.005,0.012031,0.09254190410605062,5.37308,0.761748,5.472103,0.77682,8000000.0,2000000.0,6093984.0,1205.3255654948316,6095189.325565495,7846334.190115464,100.0,537308.0,108.89771313940834,0.1593848345556071,58597251.19819462,10708360.42344134,708360.4234413393,-153665.80988453608,862026.2333258754
458,459,RepTurkey,2018-11-14,2018-11-20,6,0.007013,0.005,0.012013,0.09266086144538432,5.48173,0.769907,5.322698,0.777828,8000000.0,2000000.0,6159256.0,1216.412851583189,6160472.412851583,7920095.976040441,100.0,548173.0,109.12245145155491,0.15959935362174515,59905469.6360261,11254718.87302757,1254718.8730275705,-79904.02395955939,1334622.89698713
459,460,RepTurkey,2018-11-21,2018-11-27,6,0.0070279999999999995,0.005,0.012028,0.0953099002543192,5.3867,0.78136,5.236987,0.780296,8000000.0,2000000.0,6250880.0,1236.0496109155479,6252116.049610916,8012492.758659426,100.0,538670.0,108.84052374484475,0.1643830561562249,58717673.14649519,11212109.77733861,1212109.777338609,12492.758659426123,1199617.018679183
460,461,RepTurkey,2018-11-28,2018-12-04,6,0.00701,0.005,0.01201,0.09706369570186472,5.268442,0.784541,5.250851,0.785059,8000000.0,2000000.0,6276328.0,1239.2242286568055,6277567.224228657,7996299.9267936,100.0,526844.2,110.43692390558653,0.16755708431690147,58271329.30354087,11097501.967498386,1097501.9674983863,-3700.0732063995674,1101202.0407047858
461,462,RepTurkey,2018-12-05,2018-12-11,6,0.00701,0.005,0.01201,0.09257837680320515,5.384895,0.788591,5.325323,0.795227,8000000.0,2000000.0,6308728.0,1245.6214190216942,6309973.621419022,7934808.075453955,100.0,538489.5,108.6160484101781,0.15945060406840736,58574464.076432094,10999232.17360376,999232.1736037601,-65191.92454604525,1064424.0981498053
462,463,RepTurkey,2018-12-12,2018-12-18,6,0.007017,0.005,0.012017,0.09253288902256401,5.36163,0.799032,5.382403,0.791917,8000000.0,2000000.0,6392256.0,1262.8492262757306,6393518.849226275,8073470.893068687,100.0,536163.0,109.81764302499668,0.1593685784459717,58965604.47233663,10955256.318104874,955256.3181048743,73470.89306868706,881785.4250361873
463,464,RepTurkey,2018-12-19,2018-12-24,5,0.007039,0.005,0.012039000000000001,0.08973265916198228,5.332584,0.789836,5.296556,0.789324,8000000.0,2000000.0,6318688.0,1042.1501079739662,6319730.150107974,8006509.557682237,100.0,533258.4,109.78405214769212,0.1286052127845421,58611847.80379601,11066030.03985911,1066030.0398591105,6509.557682236657,1059520.4821768738
464,465,RepTurkey,2018-12-26,2018-12-31,5,0.0070599999999999994,0.005,0.01206,0.08921372764135552,5.28622,0.78744,5.291696,0.78811,8000000.0,2000000.0,6299520.0,1040.8011925807386,6300560.801192581,7994519.5482769925,100.0,528622.0,109.88998663258053,0.12782781211546362,58157837.107384086,10990396.482977118,990396.4829771183,-5480.451723007485,995876.9347001258
465,466,RepTurkey,2019-01-02,2019-01-08,6,0.007044,0.005,0.012044,0.08860663567714823,5.288809,0.783936,5.391977,0.783477,8000000.0,2000000.0,6271488.0,1241.7744524545728,6272729.774452454,8006271.753290083,100.0,528880.9,110.0848990046166,0.15230262238722755,58302350.40997125,10812796.56978716,812796.5697871596,6271.753290083259,806524.8164970763
466,467,RepTurkey,2019-01-09,2019-01-15,6,0.007063000000000001,0.005,0.012063,0.0886804379377797,5.482614,0.784869,5.44944,0.77426,8000000.0,2000000.0,6278952.0,1245.213834000254,6280197.213834,8111225.1877069725,100.0,548261.4,109.66437906556004,0.15243518634135886,60208320.32528742,11048533.486979838,1048533.4869798385,111225.18770697247,937308.299272866
467,468,RepTurkey,2019-01-16,2019-01-22,6,0.007058999999999999,0.005,0.012059,0.09038960131203366,5.43422,0.777154,5.34322,0.776855,8000000.0,2000000.0,6217232.0,1232.5649127546208,6218464.564912755,8004665.6903962195,100.0,543422.0,112.69825403038931,0.15550793177166702,61327217.03300144,11477576.635998787,1477576.6359987874,4665.690396219492,1472910.9456025679
468,469,RepTurkey,2019-01-23,2019-01-29,6,0.007053,0.005,0.012053000000000001,0.08814948127693005,5.349132,0.772305,5.329825,0.760274,8000000.0,2000000.0,6178440.0,1224.2649058977613,6179664.264905898,8128206.758229136,100.0,534913.2,112.59574610119802,0.15148169754694682,60309980.41295562,11315564.84743038,1315564.84743038,128206.75822913554,1187358.0892012445
469,470,RepTurkey,2019-01-30,2019-02-05,6,0.007034,0.005,0.012034,0.08912410027801773,5.308752,0.763585,5.216039,0.766977,8000000.0,2000000.0,6108680.0,1208.5335883868888,6109888.533588387,7966195.249125315,100.0,530875.2,114.42537880920992,0.15323230086119294,60826943.088781215,11661519.994152883,1661519.994152883,-33804.75087468512,1695324.7450275682
470,471,RepTurkey,2019-02-06,2019-02-12,6,0.007066,0.005,0.012066,0.09223126261397552,5.208995,0.771918,5.26918,0.777442,8000000.0,2000000.0,6175344.0,1224.9713541683643,6176568.971354168,7944732.817823282,100.0,520899.5,115.66500045336149,0.1588247664588681,60332572.64509181,11450087.612321425,1450087.6123214252,-55267.18217671756,1505354.7944981428
471,472,RepTurkey,2019-02-13,2019-02-19,6,0.007069,0.005,0.012069,0.09249164206469823,5.247983,0.774264,5.3049,0.774986,8000000.0,2000000.0,6194112.0,1228.9997898410247,6195340.9997898415,7994132.796966451,100.0,524798.2999999999,115.83192948823518,0.15929420329240665,60871997.00823339,11474673.793706458,1474673.793706458,-5867.20303354878,1480540.9967400068
472,473,RepTurkey,2019-02-20,2019-02-26,6,0.007077,0.005,0.012077000000000001,0.09306721631873906,5.292612,0.766032,5.313378,0.761658,8000000.0,2000000.0,6128256.0,1216.7390917459752,6129472.739091746,8047539.366870361,100.0,529261.2,116.30344903968967,0.16033233712623066,61639760.688031234,11600861.201298162,1600861.2012981623,47539.36687036138,1553321.834427801
473,474,RepTurkey,2019-02-27,2019-03-05,6,0.007065,0.005,0.012065,0.09259046070041263,5.305231,0.754875,5.383198,0.759803,8000000.0,2000000.0,6039000.0,1197.8262024279168,6040197.826202428,7949689.361850938,100.0,530523.1,116.2874271121568,0.1594723949253907,61777770.11188571,11476035.269719915,1476035.2697199155,-50310.63814906217,1526345.9078689776
474,475,RepTurkey,2019-03-06,2019-03-12,6,0.007066,0.005,0.012066,0.09466864620845125,5.387525,0.761205,5.434959,0.757132,8000000.0,2000000.0,6089640.0,1207.9706907336397,6090847.970690734,8044631.544685383,100.0,538752.5,116.61784884409927,0.16322390031301784,62916094.89373398,11576185.743762553,1576185.7437625527,44631.54468538333,1531554.1990771694
475,476,RepTurkey,2019-03-13,2019-03-19,6,0.0070550000000000005,0.005,0.012055,0.09428419292290169,5.458055,0.763411,5.469086,0.753599,8000000.0,2000000.0,6107288.0,1210.3668835959409,6108498.366883596,8105767.612329098,100.0,545805.5,117.89747346033361,0.1625293038731162,64437798.838719234,11782187.890027555,1782187.8900275547,105767.6123290984,1676420.2776984563
476,477,RepTurkey,2019-03-20,2019-03-26,6,0.007054,0.005,0.012054,0.09358516039354925,5.479814,0.754379,5.5769,0.758685,8000000.0,2000000.0,6035032.0,1195.9476734230193,6036227.947673423,7956171.464670348,100.0,547981.4,109.77320113884545,0.16126703726804617,60242043.77940212,10802066.341408689,802066.3414086886,-43828.53532965202,845894.8767383406
477,478,RepTurkey,2019-03-27,2019-04-02,6,0.007047,0.005,0.012047,0.09536525586866665,5.352463,0.75853,5.533108,0.76531,8000000.0,2000000.0,6068240.0,1201.830020780894,6069441.830020781,7930697.142361632,100.0,535246.3,110.4748850327222,0.16448315398218347,59219312.45627124,10702721.229419567,702721.2294195667,-69302.85763836838,772024.0870579351
478,479,RepTurkey,2019-04-03,2019-04-09,6,0.007064,0.005,0.012064,0.09553888371023161,5.61232,0.760916,5.683095,0.76483,8000000.0,2000000.0,6087328.0,1207.3119001097461,6088535.31190011,7960638.719584888,100.0,561232.0000000001,110.67823444779054,0.1647971557260869,62208656.312904865,10946263.666700076,946263.6667000763,-39361.28041511215,985624.9471151885
479,480,RepTurkey,2019-04-10,2019-04-16,6,0.007081,0.005,0.012081,0.09894012412933213,5.695143,0.765788,5.807569,0.764,8000000.0,2000000.0,6126304.0,1216.7544359332442,6127520.754435933,8020315.1236072425,100.0,569514.3,108.93008154462804,0.17095922401148447,62134602.86262321,10698900.497372173,698900.4973721728,20315.12360724248,678585.3737649303
480,481,RepTurkey,2019-04-17,2019-04-23,6,0.007084,0.005,0.012084000000000001,0.09499754853927055,5.78083,0.765762,5.830959,0.769956,8000000.0,2000000.0,6126096.0,1217.015293594171,6127313.015293594,7958004.1136033675,100.0,578083.0,108.32769557181531,0.16381834415162963,62717099.83908392,10755880.780345723,755880.780345723,-41995.88639663253,797876.6667423556
481,482,RepTurkey,2019-04-24,2019-04-30,6,0.0070869999999999995,0.005,0.012087,0.09461083802121781,5.849732,0.772958,5.95782,0.7728,8000000.0,2000000.0,6183664.0,1228.7568084469938,6184892.756808447,8003225.616988155,100.0,584973.2000000001,106.35848729842147,0.1631194404974766,62312285.16320699,10458906.976579854,458906.97657985426,3225.6169881550595,455681.3595916992
482,483,RepTurkey,2019-05-01,2019-05-07,6,0.007103000000000001,0.005,0.012103000000000001,0.09418174152327344,5.965169,0.766827,6.089752,0.762009,8000000.0,2000000.0,6134616.0,1220.6242818234468,6135836.624281824,8052183.929955976,100.0,596516.9,106.4341415453886,0.16234424873853132,63586605.25680676,10441575.495489268,441575.49548926763,52183.929955976084,389391.56553329155
483,484,RepTurkey,2019-05-08,2019-05-14,6,0.007092,0.005,0.012092,0.08847507642540155,6.175895,0.7649,6.09156,0.771784,8000000.0,2000000.0,6119200.0,1216.4502051663605,6120416.450205167,7930219.401030815,100.0,617589.5,101.12516762886264,0.15206633932744584,62547756.28779753,10267937.324395973,267937.32439597324,-69780.5989691848,337717.923365158
484,485,RepTurkey,2019-05-15,2019-05-21,6,0.007096,0.005,0.012095999999999999,0.09008441455357313,6.057483,0.77443,6.038297,0.785916,8000000.0,2000000.0,6195440.0,1232.013587033635,6196672.013587033,7884649.267335229,100.0,605748.3,102.15505771610422,0.15495887973279956,61974118.62590007,10263509.500427036,263509.5004270356,-115350.73266477138,378860.233091807
485,486,RepTurkey,2019-05-22,2019-05-28,6,0.007106,0.005,0.012106,0.09038734652450611,6.060435,0.78656,6.07311,0.789084,8000000.0,2000000.0,6292480.0,1252.3453656171557,6293732.345365617,7975997.923371425,100.0,606043.5,101.38641771828,0.15550387463885065,61538821.55889812,10132999.658971783,132999.65897178277,-24002.0766285751,157001.73560035788
486,487,RepTurkey,2019-05-29,2019-06-04,6,0.007073,0.005,0.012073,0.0924081008744919,6.040257,0.789963,5.831542,0.789744,8000000.0,2000000.0,6319704.0,1254.3346509474006,6320958.334650948,8003806.720470112,100.0,604025.7000000001,105.80118923017838,0.159143573973134,64002764.19426059,10975272.782783797,975272.782783797,3806.720470111817,971466.0623136852
487,488,RepTurkey,2019-06-05,2019-06-11,6,0.0070940000000000005,0.005,0.012094,0.08913712747392492,5.782566,0.787075,5.789341,0.788715,8000000.0,2000000.0,6296600.0,1251.9230223731122,6297851.923022373,7984952.641983951,100.0,578256.6,106.12465544597345,0.15325571176949931,61455903.5611785,10615353.899723386,615353.8997233864,-15047.358016048558,630401.257739435
488,489,RepTurkey,2019-06-12,2019-06-18,6,0.007086,0.005,0.012086,0.08926966419529293,5.808178,0.78607,5.86945,0.797751,8000000.0,2000000.0,6288560.0,1249.497314338258,6289809.497314339,7884426.966953772,100.0,580817.8,106.98339058425685,0.15349390814667338,62227009.54973194,10601846.774353975,601846.7743539754,-115573.03304622788,717419.8074002033
489,490,RepTurkey,2019-06-19,2019-06-25,6,0.007089,0.005,0.012088999999999999,0.08902467891106011,5.882845,0.796242,5.797003,0.784308,8000000.0,2000000.0,6369936.0,1265.9804099043154,6371201.980409904,8123341.825417954,100.0,588284.5,110.7543663275819,0.1530536427937011,65245116.10356243,11254973.665454792,1254973.6654547919,123341.82541795354,1131631.8400368383
490,491,RepTurkey,2019-06-26,2019-07-02,6,0.007084,0.005,0.012084000000000001,0.08576994264064625,5.807208,0.788957,5.653983,0.79127,8000000.0,2000000.0,6311656.0,1253.8787965297004,6312909.87879653,7978199.449993718,100.0,580720.8,112.59667666292702,0.14721474933135917,65472722.81603982,11579929.196115345,1579929.1961153448,-21800.550006281585,1601729.7461216263
491,492,RepTurkey,2019-07-03,2019-07-09,6,0.007089,0.005,0.012088999999999999,0.08023309724248812,5.657034,0.794354,5.729241,0.802115,8000000.0,2000000.0,6354832.0,1262.978595111954,6356094.9785951115,7924169.200918959,100.0,565703.4,108.43316189388102,0.13732538356500654,61418693.79250797,10720214.73568802,720214.7356880195,-75830.79908104055,796045.5347690601
492,493,RepTurkey,2019-07-10,2019-07-16,6,0.00709,0.005,0.01209,0.08402030571551121,5.73511,0.802906,5.716091,0.798979,8000000.0,2000000.0,6423248.0,1276.681407180184,6424524.681407181,8040918.073450217,100.0,573511.0,110.02134537046133,0.1440838012864995,63181085.449718274,11053197.972131353,1053197.9721313529,40918.07345021702,1012279.8986811358
493,494,RepTurkey,2019-07-17,2019-07-23,6,0.007093,0.005,0.012093,0.08358247632426007,5.711637,0.805149,5.685336,0.802704,8000000.0,2000000.0,6441192.0,1280.5656581867138,6442472.565658187,8025962.95229398,100.0,571163.7,111.53715961216919,0.14330116895845094,63787825.197453745,11219710.707942985,1219710.707942985,25962.952293979935,1193747.755649005
494,495,RepTurkey,2019-07-24,2019-07-30,6,0.007095000000000001,0.005,0.012095000000000002,0.08155883107394674,5.71794,0.804101,5.613883,0.824614,8000000.0,2000000.0,6432808.0,1279.1103768268922,6434087.1103768265,7802544.112004922,100.0,571793.9999999999,112.03681161751194,0.13968829491166027,64141849.59092433,11425576.484391343,1425576.4843913428,-197455.88799507823,1623032.372386421
495,496,RepTurkey,2019-07-31,2019-08-06,6,0.007081,0.005,0.012081,0.08033817393803955,5.561895,0.822457,5.55556,0.82235,8000000.0,2000000.0,6579656.0,1306.7953573500083,6580962.79535735,8002630.018066943,100.0,556189.5,110.46647189548075,0.13751255191047515,61516774.807802305,11073010.606995929,1073010.606995929,2630.018066942692,1070380.5889289863
496,497,RepTurkey,2019-08-07,2019-08-13,6,0.007098,0.005,0.012098000000000001,0.08189647778913056,5.524244,0.821706,5.562987,0.828758,8000000.0,2000000.0,6573648.0,1307.439483999754,6574955.439484,7933504.641263192,100.0,552424.4,110.65388520064394,0.14029059757881593,61205406.08882773,11002255.818470856,1002255.8184708562,-66495.35873680841,1068751.1772076646
497,498,RepTurkey,2019-08-14,2019-08-20,6,0.0070999999999999995,0.005,0.0121,0.08177942467320214,5.5792,0.829463,5.645276,0.825181,8000000.0,2000000.0,6635704.0,1320.000067983372,6637024.000067984,8043112.965601466,100.0,557920.0,110.44031967281956,0.14008177226832053,61695017.57424343,10928609.615232883,928609.615232883,43112.965601465665,885496.6496314174
498,499,RepTurkey,2019-08-21,2019-08-27,6,0.007127,0.005,0.012126999999999999,0.08213171017828745,5.72564,0.822844,5.826735,0.818509,8000000.0,2000000.0,6582752.0,1312.3888916651931,6584064.388891665,8043973.113174888,100.0,572564.0,110.25601357628952,0.14071033121623422,63209189.827377126,10848131.900176879,848131.900176879,43973.113174888305,804158.7870019907
499,500,RepTurkey,2019-08-28,2019-09-03,6,0.007113,0.005,0.012113,0.08308119842141755,5.830595,0.814299,5.812536,0.830642,8000000.0,2000000.0,6514392.0,1297.2606064786955,6515689.260606479,7844160.613846253,100.0,583059.5,111.70319954352605,0.14240554127651192,65212642.577942446,11219309.880909545,1219309.8809095453,-155839.38615374733,1375149.2670632927
500,501,RepTurkey,2019-09-04,2019-09-10,6,0.007095000000000001,0.005,0.012095000000000002,0.08031292383769802,5.731646,0.826347,5.756444,0.810412,8000000.0,2000000.0,6610776.0,1314.4978336798135,6612090.497833679,8158924.717099055,100.0,573164.6,111.41420482631062,0.13746757325834155,63937469.69022999,11107112.253716007,1107112.2537160069,158924.71709905472,948187.5366169522
