date,SONIA,5Y
2003-04-11,3.2127,4.1644
2003-04-14,4.3428,4.202
2003-04-15,4.5232,4.1808
2003-04-16,3.6259,4.1442
2003-04-17,3.381,4.1092
2003-04-22,3.2583,4.0766
2003-04-23,3.1589,4.1142
2003-04-24,3.1333,4.052
2003-04-25,3.0891,4.0495
2003-04-28,4.5512,4.0356
2003-04-29,4.5586,4.0521
2003-04-30,3.7494,4.022
2003-05-01,3.0719,3.9479
2003-05-02,3.0516,4.0179
2003-05-06,3.2457,4.0243
2003-05-07,4.4946,3.9494
2003-05-08,3.2181,3.9645
2003-05-09,4.0966,3.9707
2003-05-12,4.4625,3.9451
2003-05-13,3.6999,3.9134
2003-05-14,4.4251,3.9414
2003-05-15,4.3297,3.8952
2003-05-16,3.4919,3.8526
2003-05-19,3.4082,3.7989
2003-05-20,3.2008,3.7891
2003-05-21,3.2384,3.7432
2003-05-22,3.5769,3.749
2003-05-23,3.201,3.7112
2003-05-27,3.4434,3.7417
2003-05-28,3.5204,3.8236
2003-05-29,4.6449,3.7673
2003-05-30,3.9286,3.7892
2003-06-02,4.426,3.8191
2003-06-03,3.2876,3.7307
2003-06-04,4.5665,3.8094
2003-06-05,4.4983,3.74
2003-06-06,4.329,3.781
2003-06-09,4.0304,3.6667
2003-06-10,4.3898,3.6369
2003-06-11,3.6822,3.589
2003-06-12,4.0384,3.614
2003-06-13,4.1657,3.5719
2003-06-16,3.146,3.6098
2003-06-17,3.1453,3.6922
2003-06-18,3.865,3.7686
2003-06-19,3.2232,3.7585
2003-06-20,3.1019,3.7629
2003-06-23,3.1562,3.7461
2003-06-24,3.1139,3.7772
2003-06-25,3.0967,3.7513
2003-06-26,3.0906,3.9147
2003-06-27,3.0869,3.931
2003-06-30,3.284,3.8549
2003-07-01,3.5136,3.8212
2003-07-02,3.9382,3.8873
2003-07-03,3.5007,3.977
2003-07-04,3.0712,3.9368
2003-07-07,3.6386,3.9628
2003-07-08,3.8997,3.9578
2003-07-09,4.2619,3.9473
2003-07-10,3.8191,3.8736
2003-07-11,2.8265,3.8545
2003-07-14,3.5798,3.8406
2003-07-15,3.0394,3.9115
2003-07-16,3.6816,3.9655
2003-07-17,3.032,4.0117
2003-07-18,2.8325,3.9917
2003-07-21,2.8621,4.0428
2003-07-22,3.2583,4.0294
2003-07-23,2.8347,4.002
2003-07-24,2.8616,4.1005
2003-07-25,2.9692,4.0439
2003-07-28,3.086,4.1614
2003-07-29,3.0286,4.1143
2003-07-30,3.0285,4.1436
2003-07-31,3.1602,4.2446
2003-08-01,2.9266,4.3587
2003-08-04,2.9602,4.3297
2003-08-05,3.2045,4.353
2003-08-06,3.0353,4.3033
2003-08-07,2.9222,4.2618
2003-08-08,2.8961,4.1714
2003-08-11,3.9993,4.2542
2003-08-12,4.2412,4.2922
2003-08-13,4.3577,4.366
2003-08-14,4.4034,4.437
2003-08-15,3.5428,4.3948
2003-08-18,4.3222,4.3918
2003-08-19,4.3577,4.3995
2003-08-20,2.9269,4.4248
2003-08-21,2.9489,4.4596
2003-08-22,2.987,4.4753
2003-08-26,3.6124,4.4789
2003-08-27,3.7387,4.501
2003-08-28,3.1017,4.4668
2003-08-29,3.6208,4.4841
2003-09-01,4.0712,4.4965
2003-09-02,3.4378,4.6093
2003-09-03,3.3269,4.6426
2003-09-04,3.176,4.6158
2003-09-05,3.5817,4.5287
2003-09-08,3.4804,4.4662
2003-09-09,3.1982,4.5249
2003-09-10,3.6461,4.4736
2003-09-11,3.2229,4.4972
2003-09-12,3.1748,4.822
2003-09-15,3.2092,4.4159
2003-09-16,3.4791,4.4858
2003-09-17,3.3922,4.5364
2003-09-18,3.4797,4.5149
2003-09-19,3.7086,4.5012
2003-09-22,3.3824,4.487
2003-09-23,3.6949,4.4733
2003-09-24,3.3966,4.4618
2003-09-25,4.1449,4.4382
2003-09-26,3.4916,4.3921
2003-09-29,3.8185,4.4069
2003-09-30,3.8798,4.3663
2003-10-01,3.1715,4.3641
2003-10-02,3.1333,4.4812
2003-10-03,3.1779,4.5988
2003-10-06,3.1584,4.587
2003-10-07,3.215,4.5936
2003-10-08,3.2635,4.6031
2003-10-09,3.6596,4.6497
2003-10-10,3.5793,4.5984
2003-10-13,3.4699,4.6777
2003-10-14,3.6015,4.7347
2003-10-15,3.1246,4.7873
2003-10-16,3.1217,4.7802
2003-10-17,3.1026,4.8294
2003-10-20,3.2989,4.8289
2003-10-21,3.2451,4.7897
2003-10-22,3.0872,4.8739
2003-10-23,3.6476,4.8954
2003-10-24,3.7665,4.9327
2003-10-27,3.5018,4.9769
2003-10-28,3.2326,4.9794
2003-10-29,3.6303,5.0137
2003-10-30,3.7719,5.0025
2003-10-31,3.2044,4.9637
2003-11-03,3.0648,5.0623
2003-11-04,2.9917,5.0152
2003-11-05,2.8949,4.9667
2003-11-06,3.4147,5.0198
2003-11-07,3.4399,5.0257
2003-11-10,3.3537,4.9788
2003-11-11,4.0361,4.9713
2003-11-12,3.5915,4.96
2003-11-13,3.6523,4.907
2003-11-14,3.768,4.8843
2003-11-17,3.7933,4.8394
2003-11-18,3.7081,4.8355
2003-11-19,3.3904,4.8909
2003-11-20,3.3449,4.8951
2003-11-21,3.9232,4.8831
2003-11-24,3.7069,4.948
2003-11-25,3.9734,4.9712
2003-11-26,3.5295,4.9048
2003-11-27,3.3473,4.9462
2003-11-28,4.0423,4.9476
2003-12-01,4.1439,4.9671
2003-12-02,3.9847,4.9767
2003-12-03,3.8833,4.937
2003-12-04,4.0702,4.9179
2003-12-05,3.702,4.7918
2003-12-08,4.1948,4.8157
2003-12-09,3.637,4.8326
2003-12-10,3.7094,4.793
2003-12-11,3.7651,4.8296
2003-12-12,3.4103,4.7203
2003-12-15,3.4077,4.7144
2003-12-16,3.4048,4.6346
2003-12-17,3.8197,4.6223
2003-12-18,3.7805,4.6076
2003-12-19,3.9511,4.6494
2003-12-22,3.9161,4.6319
2003-12-23,3.9823,4.6234
2003-12-24,3.5695,4.6218
2003-12-29,4.0498,4.6294
2003-12-30,3.6611,4.6784
2003-12-31,3.2895,4.6459
2004-01-02,3.3693,4.7142
2004-01-05,3.7294,4.7477
2004-01-06,3.7151,4.7312
2004-01-07,3.6582,4.7118
2004-01-08,3.9445,4.6984
2004-01-09,3.7517,4.5613
2004-01-12,4.0099,4.5208
2004-01-13,4.3719,4.5159
2004-01-14,3.3794,4.5409
2004-01-15,3.3744,4.5681
2004-01-16,3.3775,4.5798
2004-01-19,3.6941,4.5762
2004-01-20,3.3888,4.5821
2004-01-21,4.0552,4.6131
2004-01-22,3.7558,4.635
2004-01-23,3.3269,4.6339
2004-01-26,3.5561,4.7093
2004-01-27,3.3696,4.6859
2004-01-28,4.152,4.6931
2004-01-29,4.2812,4.7972
2004-01-30,3.772,4.7699
2004-02-02,3.3672,4.7632
2004-02-03,3.2126,4.7524
2004-02-04,3.037,4.7221
2004-02-05,3.631,4.7207
2004-02-06,3.5436,4.6834
2004-02-09,4.5108,4.6576
2004-02-10,4.4281,4.6438
2004-02-11,4.697,4.6171
2004-02-12,4.865,4.6252
2004-02-13,4.3993,4.6122
2004-02-16,4.811,4.6177
2004-02-17,4.4775,4.5954
2004-02-18,4.4568,4.6329
2004-02-19,3.7824,4.6882
2004-02-20,4.2003,4.6796
2004-02-23,4.4954,4.7028
2004-02-24,4.2905,4.6405
2004-02-25,4.1784,4.6296
2004-02-26,3.7036,4.6662
2004-02-27,3.6589,4.6361
2004-03-01,4.1206,4.6836
2004-03-02,3.9607,4.6791
2004-03-03,3.8705,4.7577
2004-03-04,4.5246,4.7247
2004-03-05,4.2014,4.6134
2004-03-08,4.3042,4.5473
2004-03-09,3.9625,4.5297
2004-03-10,3.6524,4.5549
2004-03-11,3.6297,4.5348
2004-03-12,3.6745,4.5172
2004-03-15,3.676,4.5124
2004-03-16,3.687,4.5622
2004-03-17,3.6845,4.5599
2004-03-18,3.8552,4.5678
2004-03-19,3.857,4.5972
2004-03-22,3.8933,4.5872
2004-03-23,3.6803,4.5925
2004-03-24,3.6816,4.5805
2004-03-25,4.1262,4.579
2004-03-26,4.1107,4.5862
2004-03-29,4.2568,4.6837
2004-03-30,3.6909,4.6814
2004-03-31,3.6909,4.6581
2004-04-01,3.6521,4.6853
2004-04-02,3.6595,4.8038
2004-04-05,3.6202,4.8385
2004-04-06,3.5177,4.8254
2004-04-07,3.4195,4.7911
2004-04-08,3.7121,4.7755
2004-04-13,4.1813,4.8621
2004-04-14,4.3835,4.8788
2004-04-15,3.5777,4.8582
2004-04-16,3.5155,4.8286
2004-04-19,3.495,4.8528
2004-04-20,3.7099,4.8611
2004-04-21,3.5856,4.8697
2004-04-22,3.5505,4.8488
2004-04-23,4.2479,4.8513
2004-04-26,4.4353,4.8933
2004-04-27,4.5266,4.9002
2004-04-28,4.6102,4.9119
2004-04-29,4.4357,4.9107
2004-04-30,3.9925,4.8934
2004-05-04,3.5844,4.858
2004-05-05,3.483,4.8608
2004-05-06,3.8936,4.9325
2004-05-07,4.2391,5.0351
2004-05-10,4.271,5.0372
2004-05-11,4.3363,5.0098
2004-05-12,4.35,5.0503
2004-05-13,4.3464,5.0951
2004-05-14,4.3458,5.0575
2004-05-17,4.3535,5.0091
2004-05-18,4.2801,5.0571
2004-05-19,4.3687,5.1319
2004-05-20,4.167,5.1384
2004-05-21,4.0827,5.139
2004-05-24,4.1928,5.1705
2004-05-25,4.2078,5.1486
2004-05-26,4.2818,5.1179
2004-05-27,4.4325,5.1102
2004-05-28,4.6399,5.1723
2004-06-01,4.5213,5.2191
2004-06-02,4.6718,5.238
2004-06-03,4.4234,5.2358
2004-06-04,3.9851,5.2498
2004-06-07,3.9077,5.241
2004-06-08,3.8165,5.2205
2004-06-09,3.7256,5.272
2004-06-10,4.3379,5.2386
2004-06-11,4.4007,5.2505
2004-06-14,4.4482,5.274
2004-06-15,4.4383,5.1902
2004-06-16,4.5422,5.2269
2004-06-17,4.3324,5.2652
2004-06-18,4.3196,5.208
2004-06-21,4.3677,5.1976
2004-06-22,4.3697,5.2079
2004-06-23,4.5191,5.1639
2004-06-24,4.4043,5.107
2004-06-25,4.5098,5.134
2004-06-28,4.5719,5.1665
2004-06-29,4.6308,5.1629
2004-06-30,4.7368,5.0932
2004-07-01,4.3298,5.1051
2004-07-02,4.3501,5.0594
2004-07-05,4.3604,5.0789
2004-07-06,4.311,5.0891
2004-07-07,4.2998,5.0769
2004-07-08,4.4236,5.0706
2004-07-09,4.4828,5.0898
2004-07-12,4.4675,5.0835
2004-07-13,4.4,5.1452
2004-07-14,4.3171,5.1256
2004-07-15,4.6627,5.1307
2004-07-16,4.4844,5.0427
2004-07-19,4.3345,5.0519
2004-07-20,4.4407,5.0556
2004-07-21,4.4058,5.151
2004-07-22,4.3562,5.142
2004-07-23,4.3915,5.1692
2004-07-26,4.632,5.1901
2004-07-27,4.7007,5.2125
2004-07-28,4.9109,5.229
2004-07-29,4.8662,5.2268
2004-07-30,4.2418,5.154
2004-08-02,4.1015,5.1565
2004-08-03,3.9388,5.1586
2004-08-04,3.751,5.149
2004-08-05,4.5761,5.0557
2004-08-06,4.9228,4.9691
2004-08-09,4.5795,5.0049
2004-08-10,4.5841,4.9838
2004-08-11,4.5983,5.0313
2004-08-12,4.7707,4.9853
2004-08-13,4.775,4.9714
2004-08-16,4.9129,5.0067
2004-08-17,4.7453,4.9945
2004-08-18,4.7419,4.9764
2004-08-19,4.8027,4.9705
2004-08-20,4.6633,4.9506
2004-08-23,4.6401,5.0323
2004-08-24,5.0496,5.0268
2004-08-25,4.6656,4.9826
2004-08-26,5.1871,4.9559
2004-08-27,4.593,4.9546
2004-08-31,4.6304,4.9102
2004-09-01,4.6747,4.9086
2004-09-02,5.1248,4.9406
2004-09-03,4.738,4.9998
2004-09-06,4.9728,4.9451
2004-09-07,4.6037,4.9597
2004-09-08,4.7019,4.9527
2004-09-09,4.632,4.9152
2004-09-10,4.5979,4.8908
2004-09-13,4.732,4.9082
2004-09-14,4.5931,4.8868
2004-09-15,4.6622,4.9048
2004-09-16,4.9905,4.9342
2004-09-17,4.8606,4.913
2004-09-20,4.6485,4.8948
2004-09-21,4.6382,4.8754
2004-09-22,4.6302,4.8202
2004-09-23,4.6904,4.8096
2004-09-24,4.6092,4.8315
2004-09-27,4.626,4.7933
2004-09-28,4.8069,4.8032
2004-09-29,4.9169,4.7985
2004-09-30,4.6412,4.7923
2004-10-01,4.6499,4.8131
2004-10-04,4.9817,4.8357
2004-10-05,4.6832,4.7865
2004-10-06,4.5966,4.7771
2004-10-07,4.8243,4.7966
2004-10-08,4.7913,4.7331
2004-10-11,4.6399,4.738
2004-10-12,4.6046,4.6825
2004-10-13,4.6698,4.691
2004-10-14,5.0106,4.6752
2004-10-15,4.6437,4.6883
2004-10-18,4.6434,4.67
2004-10-19,4.7682,4.6972
2004-10-20,4.6462,4.621
2004-10-21,4.7659,4.6434
2004-10-22,4.7932,4.6339
2004-10-25,4.8308,4.6117
2004-10-26,4.6317,4.6241
2004-10-27,4.6829,4.6526
2004-10-28,4.8664,4.6912
2004-10-29,4.6004,4.6737
2004-11-01,4.5926,4.6768
2004-11-02,4.565,4.7481
2004-11-03,4.6822,4.7326
2004-11-04,5.0523,4.6872
2004-11-05,5.0069,4.746
2004-11-08,4.6161,4.7388
2004-11-09,4.6267,4.7151
2004-11-10,4.6144,4.6882
2004-11-11,4.6122,4.6345
2004-11-12,4.6228,4.5987
2004-11-15,4.6007,4.5811
2004-11-16,4.6279,4.5681
2004-11-17,4.6013,4.6027
2004-11-18,4.9936,4.6605
2004-11-19,4.8284,4.6522
2004-11-22,4.8417,4.612
2004-11-23,4.6573,4.5835
2004-11-24,4.5886,4.571
2004-11-25,4.8525,4.5203
2004-11-26,4.88,4.5052
2004-11-29,5.0616,4.5118
2004-11-30,4.7724,4.5176
2004-12-01,4.6094,4.5628
2004-12-02,4.8682,4.6139
2004-12-03,4.6727,4.5749
2004-12-06,4.6031,4.5266
2004-12-07,4.6535,4.5007
2004-12-08,4.6435,4.4815
2004-12-09,4.6355,4.4562
2004-12-10,4.8171,4.4537
2004-12-13,4.7114,4.4404
2004-12-14,4.7311,4.4485
2004-12-15,5.0086,4.4053
2004-12-16,4.9117,4.4387
2004-12-17,4.8948,4.47
2004-12-20,4.7622,4.4569
2004-12-21,4.7863,4.4696
2004-12-22,4.8358,4.4298
2004-12-23,4.8207,4.4107
2004-12-24,4.7935,4.4126
2004-12-29,4.8138,4.5231
2004-12-30,4.6235,4.5179
2004-12-31,4.8016,4.476
2005-01-04,4.8981,4.4638
2005-01-05,4.8329,4.4725
2005-01-06,4.9037,4.441
2005-01-07,4.7116,4.4402
2005-01-10,4.6208,4.4306
2005-01-11,5.0047,4.4385
2005-01-12,4.7481,4.4418
2005-01-13,4.6457,4.4051
2005-01-14,4.5974,4.4158
2005-01-17,4.6263,4.4021
2005-01-18,4.8048,4.4892
2005-01-19,4.8356,4.5105
2005-01-20,4.8759,4.5432
2005-01-21,4.6504,4.5174
2005-01-24,4.6256,4.5148
2005-01-25,5.002,4.508
2005-01-26,4.7427,4.5282
2005-01-27,4.6268,4.549
2005-01-28,4.7986,4.5232
2005-01-31,4.6468,4.5257
2005-02-01,4.806,4.5127
2005-02-02,4.629,4.5161
2005-02-03,4.8541,4.5362
2005-02-04,4.6125,4.474
2005-02-07,4.7832,4.4658
2005-02-08,4.8426,4.4732
2005-02-09,4.7729,4.483
2005-02-10,5.1115,4.4856
2005-02-11,4.6461,4.5137
2005-02-14,4.9115,4.5588
2005-02-15,4.6645,4.5592
2005-02-16,4.6287,4.5626
2005-02-17,4.6307,4.5876
2005-02-18,4.8521,4.6274
2005-02-21,4.6424,4.6748
2005-02-22,4.8495,4.681
2005-02-23,4.9216,4.7149
2005-02-24,4.905,4.7811
2005-02-25,4.9762,4.7521
2005-02-28,5.2804,4.733
2005-03-01,5.2253,4.7748
2005-03-02,4.6366,4.8234
2005-03-03,5.2559,4.806
2005-03-04,4.6242,4.7753
2005-03-07,4.6114,4.7801
2005-03-08,4.643,4.831
2005-03-09,4.7003,4.8455
2005-03-10,4.8442,4.8499
2005-03-11,4.62,4.8325
2005-03-14,4.6227,4.8274
2005-03-15,4.6234,4.7741
2005-03-16,4.6829,4.7576
2005-03-17,4.6416,4.7708
2005-03-18,4.6443,4.7882
2005-03-21,4.886,4.7928
2005-03-22,4.935,4.7386
2005-03-23,4.9693,4.7942
2005-03-24,4.639,4.7756
2005-03-29,4.6576,4.7527
2005-03-30,4.669,4.7072
2005-03-31,4.8668,4.6648
2005-04-01,4.8661,4.6957
2005-04-04,4.9315,4.6512
2005-04-05,4.9547,4.6658
2005-04-06,4.9679,4.6495
2005-04-07,4.866,4.605
2005-04-08,4.7354,4.6394
2005-04-11,4.6615,4.6347
2005-04-12,4.8551,4.6377
2005-04-13,4.8769,4.612
2005-04-14,4.9204,4.605
2005-04-15,4.857,4.5626
2005-04-18,4.6359,4.5368
2005-04-19,4.6638,4.5585
2005-04-20,4.8432,4.5733
2005-04-21,4.6557,4.5612
2005-04-22,4.6379,4.5687
2005-04-25,4.8752,4.5552
2005-04-26,4.6297,4.546
2005-04-27,4.8714,4.5231
2005-04-28,4.8874,4.5009
2005-04-29,4.8697,4.4955
2005-05-03,4.8513,4.4752
2005-05-04,4.8242,4.5019
2005-05-05,4.7733,4.4773
2005-05-06,4.6334,4.5394
2005-05-09,4.7664,4.5045
2005-05-10,4.623,4.4608
2005-05-11,4.5977,4.379
2005-05-12,4.7073,4.3461
2005-05-13,4.6019,4.3011
2005-05-16,4.6025,4.3154
2005-05-17,4.5933,4.2999
2005-05-18,4.7247,4.2903
2005-05-19,4.6041,4.3112
2005-05-20,4.598,4.3354
2005-05-23,4.7104,4.2978
2005-05-24,4.894,4.2697
2005-05-25,4.9142,4.2555
2005-05-26,4.7609,4.3025
2005-05-27,4.6204,4.3262
2005-05-31,4.756,4.2508
2005-06-01,4.8616,4.184
2005-06-02,4.8179,4.1807
2005-06-03,4.6011,4.1989
2005-06-06,4.5955,4.2226
2005-06-07,4.585,4.1871
2005-06-08,4.7672,4.1627
2005-06-09,4.8495,4.191
2005-06-10,4.6726,4.2094
2005-06-13,4.8664,4.244
2005-06-14,4.734,4.2854
2005-06-15,4.6706,4.3381
2005-06-16,4.7195,4.3515
2005-06-17,4.7732,4.3346
2005-06-20,4.9131,4.3549
2005-06-21,4.914,4.2883
2005-06-22,4.9355,4.1813
2005-06-23,4.9748,4.1709
2005-06-24,4.8734,4.1466
2005-06-27,4.8933,4.1037
2005-06-28,4.7212,4.1538
2005-06-29,4.8692,4.1357
2005-06-30,4.8483,4.0792
2005-07-01,4.6561,4.1273
2005-07-04,4.6528,4.1382
2005-07-05,4.7305,4.1895
2005-07-06,4.757,4.2042
2005-07-07,4.7495,4.1096
2005-07-08,4.7606,4.1238
2005-07-11,4.8757,4.1976
2005-07-12,4.6111,4.2142
2005-07-13,4.5961,4.2121
2005-07-14,4.7875,4.2348
2005-07-15,4.8432,4.2261
2005-07-18,4.8269,4.1861
2005-07-19,4.8683,4.221
2005-07-20,4.617,4.2364
2005-07-21,4.8678,4.2714
2005-07-22,4.8918,4.2051
2005-07-25,4.923,4.1961
2005-07-26,4.9658,4.2271
2005-07-27,4.6299,4.2263
2005-07-28,4.6163,4.2423
2005-07-29,4.6204,4.2569
2005-08-01,4.6932,4.3132
2005-08-02,4.6163,4.3264
2005-08-03,4.6132,4.3331
2005-08-04,4.6476,4.3027
2005-08-05,4.4301,4.3601
2005-08-08,4.6742,4.3443
2005-08-09,4.4294,4.3493
2005-08-10,4.6072,4.3637
2005-08-11,4.3544,4.3717
2005-08-12,4.3458,4.3139
2005-08-15,4.3624,4.3032
2005-08-16,4.3608,4.275
2005-08-17,4.3631,4.2657
2005-08-18,4.5213,4.2367
2005-08-19,4.6012,4.2437
2005-08-22,4.6969,4.2302
2005-08-23,4.7158,4.2116
2005-08-24,4.7359,4.1986
2005-08-25,4.7371,4.1751
2005-08-26,4.7047,4.1705
2005-08-30,4.7362,4.1311
2005-08-31,4.7577,4.1056
2005-09-01,4.759,4.068
2005-09-02,4.7255,4.0945
2005-09-05,4.4101,4.1006
2005-09-06,4.5167,4.1383
2005-09-07,4.6858,4.1664
2005-09-08,4.7255,4.1481
2005-09-09,4.6889,4.1186
2005-09-12,4.6311,4.1999
2005-09-13,4.4075,4.1544
2005-09-14,4.6553,4.146
2005-09-15,4.5652,4.1529
2005-09-16,4.6265,4.2027
2005-09-19,4.3646,4.1718
2005-09-20,4.3533,4.1768
2005-09-21,4.5616,4.1189
2005-09-22,4.3498,4.1312
2005-09-23,4.3384,4.1652
2005-09-26,4.6174,4.2362
2005-09-27,4.4531,4.2524
2005-09-28,4.5925,4.2297
2005-09-29,4.6768,4.2136
2005-09-30,4.3942,4.2301
2005-10-03,4.5053,4.2475
2005-10-04,4.3425,4.2253
2005-10-05,4.3413,4.2128
2005-10-06,4.4136,4.1995
2005-10-07,4.3366,4.2091
2005-10-10,4.3383,4.1925
2005-10-11,4.3582,4.2191
2005-10-12,4.5122,4.2695
2005-10-13,4.6114,4.3336
2005-10-14,4.6476,4.3554
2005-10-17,4.3397,4.3692
2005-10-18,4.3136,4.3451
2005-10-19,4.3262,4.3267
2005-10-20,4.3941,4.3776
2005-10-21,4.6052,4.3396
2005-10-24,4.35,4.3329
2005-10-25,4.3627,4.3821
2005-10-26,4.6744,4.3979
2005-10-27,4.4052,4.3789
2005-10-28,4.347,4.3531
2005-10-31,4.3925,4.3325
2005-11-01,4.6484,4.349
2005-11-02,4.3897,4.4099
2005-11-03,4.3679,4.444
2005-11-04,4.6262,4.4448
2005-11-07,4.6396,4.4323
2005-11-08,4.6332,4.4082
2005-11-09,4.6691,4.4492
2005-11-10,4.6292,4.4452
2005-11-11,4.3842,4.4542
2005-11-14,4.3601,4.4413
2005-11-15,4.4418,4.3721
2005-11-16,4.3573,4.2458
2005-11-17,4.6478,4.2533
2005-11-18,4.5897,4.2827
2005-11-21,4.6324,4.2385
2005-11-22,4.6695,4.2542
2005-11-23,4.6938,4.2586
2005-11-24,4.3713,4.2206
2005-11-25,4.3651,4.2211
2005-11-28,4.5168,4.2231
2005-11-29,4.6555,4.2619
2005-11-30,4.7196,4.252
2005-12-01,4.3907,4.2107
2005-12-02,4.6729,4.2412
2005-12-05,4.7202,4.283
2005-12-06,4.7122,4.2608
2005-12-07,4.6848,4.3012
2005-12-08,4.6287,4.2846
2005-12-09,4.3694,4.3707
2005-12-12,4.3793,4.3481
2005-12-13,4.5192,4.3326
2005-12-14,4.6762,4.3194
2005-12-15,4.697,4.3267
2005-12-16,4.7221,4.2935
2005-12-19,4.6328,4.2361
2005-12-20,4.5633,4.2215
2005-12-21,4.7216,4.2442
2005-12-22,4.7475,4.2117
2005-12-23,4.6492,4.2051
2005-12-28,4.7438,4.1551
2005-12-29,4.7683,4.1628
2005-12-30,4.7627,4.1458
2006-01-03,4.6893,4.14
2006-01-04,4.6817,4.1067
2006-01-05,4.6837,4.1137
2006-01-06,4.3887,4.1311
2006-01-09,4.4181,4.1652
2006-01-10,4.5658,4.1991
2006-01-11,4.4543,4.179
2006-01-12,4.552,4.1507
2006-01-13,4.3829,4.1239
2006-01-16,4.373,4.1144
2006-01-17,4.3628,4.0685
2006-01-18,4.3596,4.0721
2006-01-19,4.3641,4.1308
2006-01-20,4.4132,4.1428
2006-01-23,4.364,4.1289
2006-01-24,4.3651,4.1517
2006-01-25,4.3832,4.2131
2006-01-26,4.4811,4.2507
2006-01-27,4.5238,4.2534
2006-01-30,4.6338,4.2305
2006-01-31,4.7004,4.2198
2006-02-01,4.4088,4.2653
2006-02-02,4.3775,4.2863
2006-02-03,4.3738,4.2516
2006-02-06,4.5173,4.257
2006-02-07,4.3694,4.257
2006-02-08,4.5514,4.2458
2006-02-09,4.5983,4.2043
2006-02-10,4.37,4.198
2006-02-13,4.3884,4.2235
2006-02-14,4.4281,4.1711
2006-02-15,4.4266,4.2112
2006-02-16,4.37,4.1805
2006-02-17,4.3574,4.1525
2006-02-20,4.3713,4.1488
2006-02-21,4.3853,4.1573
2006-02-22,4.3681,4.1626
2006-02-23,4.4467,4.184
2006-02-24,4.3768,4.2372
2006-02-27,4.3687,4.2898
2006-02-28,4.6553,4.262
2006-03-01,4.7442,4.2524
2006-03-02,4.8047,4.3016
2006-03-03,4.7299,4.336
2006-03-06,4.4325,4.3306
2006-03-07,4.4271,4.3372
2006-03-08,4.3824,4.3419
2006-03-09,4.3842,4.3597
2006-03-10,4.6632,4.3873
2006-03-13,4.7555,4.4015
2006-03-14,4.7624,4.3613
2006-03-15,4.6003,4.3706
2006-03-16,4.7537,4.3601
2006-03-17,4.7022,4.3981
2006-03-20,4.4298,4.3816
2006-03-21,4.3892,4.403
2006-03-22,4.3674,4.3846
2006-03-23,4.3698,4.3997
2006-03-24,4.3709,4.3935
2006-03-27,4.4236,4.3945
2006-03-28,4.397,4.4373
2006-03-29,4.3769,4.4407
2006-03-30,4.4056,4.4422
2006-03-31,4.7528,4.444
2006-04-03,4.6511,4.454
2006-04-04,4.6312,4.4604
2006-04-05,4.6527,4.4182
2006-04-06,4.4678,4.4467
2006-04-07,4.3863,4.4386
2006-04-10,4.6202,4.466
2006-04-11,4.4528,4.4736
2006-04-12,4.3788,4.478
2006-04-13,4.3901,4.5488
2006-04-18,4.38,4.5417
2006-04-19,4.3906,4.5424
2006-04-20,4.4011,4.5264
2006-04-21,4.3751,4.5503
2006-04-24,4.6082,4.5811
2006-04-25,4.6061,4.645
2006-04-26,4.3997,4.6914
2006-04-27,4.6489,4.6764
2006-04-28,4.4299,4.6607
2006-05-02,4.4593,4.6845
2006-05-03,4.58,4.7205
2006-05-04,4.4422,4.7608
2006-05-05,4.4487,4.7494
2006-05-08,4.441,4.7725
2006-05-09,4.5738,4.785
2006-05-10,4.3867,4.7482
2006-05-11,4.3828,4.7946
2006-05-12,4.5769,4.82
2006-05-15,4.3844,4.7632
2006-05-16,4.5045,4.7249
2006-05-17,4.3622,4.8026
2006-05-18,4.5388,4.7027
2006-05-19,4.5427,4.7175
2006-05-22,4.5458,4.6743
2006-05-23,4.5582,4.7154
2006-05-24,4.5744,4.6777
2006-05-25,4.5764,4.6373
2006-05-26,4.5963,4.6461
2006-05-30,4.599,4.6695
2006-05-31,4.6207,4.6857
2006-06-01,4.5883,4.7219
2006-06-02,4.58,4.676
2006-06-05,4.5886,4.6877
2006-06-06,4.598,4.7364
2006-06-07,4.5628,4.7205
2006-06-08,4.5843,4.6905
2006-06-09,4.5898,4.6576
2006-06-12,4.5852,4.6412
2006-06-13,4.5756,4.6225
2006-06-14,4.5688,4.6399
2006-06-15,4.5557,4.7301
2006-06-16,4.5622,4.7231
2006-06-19,4.5548,4.7753
2006-06-20,4.5429,4.8284
2006-06-21,4.5497,4.8241
2006-06-22,4.5474,4.829
2006-06-23,4.5378,4.8482
2006-06-26,4.5417,4.8464
2006-06-27,4.5377,4.8425
2006-06-28,4.5424,4.8494
2006-06-29,4.5532,4.816
2006-06-30,4.7194,4.7921
2006-07-03,4.5832,4.8326
2006-07-04,4.5445,4.7915
2006-07-05,4.4802,4.8217
2006-07-06,4.5361,4.7867
2006-07-07,4.5401,4.7417
2006-07-10,4.5446,4.7608
2006-07-11,4.5326,4.7375
2006-07-12,4.524,4.7722
2006-07-13,4.5188,4.7406
2006-07-14,4.5258,4.6883
2006-07-17,4.5506,4.7186
2006-07-18,4.5427,4.779
2006-07-19,4.5333,4.7577
2006-07-20,4.5303,4.7525
2006-07-21,4.5254,4.7259
2006-07-24,4.5237,4.7148
2006-07-25,4.5189,4.7418
2006-07-26,4.5224,4.7569
2006-07-27,4.5291,4.7274
2006-07-28,4.5507,4.7045
